year,OCC_CODE,OCC_TITLE,TOT_EMP,H_MEAN,A_MEAN,total employment,EMP_SHR
2017,13-1070,Human Resources Workers,633250,31.79,66120.0,427647420,0.0014807759158233667
2017,13-1071,Human Resources Specialists,553950,31.84,66220.0,427647420,0.0012953427849512105
2017,13-1074,Farm Labor Contractors,780,23.5,48890.0,427647420,1.823932434808095e-06
2017,13-1075,Labor Relations Specialists,78510,31.51,65540.0,427647420,0.00018358581468818402
2017,13-1080,Logisticians,159800,37.86,78740.0,427647420,0.0003736723116440174
2017,13-1081,Logisticians,159800,37.86,78740.0,427647420,0.0003736723116440174
2017,13-1110,Management Analysts,659200,44.92,93440.0,427647420,0.0015414567449044824
2017,13-1111,Management Analysts,659200,44.92,93440.0,427647420,0.0015414567449044824
2017,13-1120,"Meeting, Convention, and Event Planners",102420,25.3,52630.0,427647420,0.0002394963589398014
2017,13-1121,"Meeting, Convention, and Event Planners",102420,25.3,52630.0,427647420,0.0002394963589398014
2017,13-1130,Fundraisers,72920,28.81,59930.0,427647420,0.00017051429890539268
2017,13-1131,Fundraisers,72920,28.81,59930.0,427647420,0.00017051429890539268
2017,13-1140,"Compensation, Benefits, and Job Analysis Specialists",80530,32.29,67160.0,427647420,0.0001883093320193537
2017,13-1141,"Compensation, Benefits, and Job Analysis Specialists",80530,32.29,67160.0,427647420,0.0001883093320193537
2017,13-1150,Training and Development Specialists,280340,31.11,64700.0,427647420,0.0006555400240693607
2017,13-1151,Training and Development Specialists,280340,31.11,64700.0,427647420,0.0006555400240693607
2017,13-1160,Market Research Analysts and Marketing Specialists,596450,34.35,71450.0,427647420,0.0013947237188990875
2017,13-1161,Market Research Analysts and Marketing Specialists,596450,34.35,71450.0,427647420,0.0013947237188990875
2017,13-1190,Miscellaneous Business Operations Specialists,1001420,36.42,75740.0,427647420,0.002341695408801952
2017,13-1199,"Business Operations Specialists, All Other",1001420,36.42,75740.0,427647420,0.002341695408801952
2017,13-2000,Financial Specialists,2661230,39.51,82190.0,427647420,0.006222953478826085
2017,13-2010,Accountants and Auditors,1241000,37.46,77920.0,427647420,0.0029019232712780073
2017,13-2011,Accountants and Auditors,1241000,37.46,77920.0,427647420,0.0029019232712780073
2017,13-2020,Appraisers and Assessors of Real Estate,58880,29.25,60830.0,427647420,0.00013768351507884697
2017,13-2021,Appraisers and Assessors of Real Estate,58880,29.25,60830.0,427647420,0.00013768351507884697
2017,13-2030,Budget Analysts,54550,37.83,78680.0,427647420,0.00012755835169074562
2017,13-2031,Budget Analysts,54550,37.83,78680.0,427647420,0.00012755835169074562
2017,13-2040,Credit Analysts,74850,39.86,82900.0,427647420,0.0001750273624940845
2017,13-2041,Credit Analysts,74850,39.86,82900.0,427647420,0.0001750273624940845
2017,13-2050,Financial Analysts and Advisors,584940,50.27,104570.0,427647420,0.001367809023611086
2017,13-2051,Financial Analysts,294110,47.8,99430.0,427647420,0.0006877394466684729
2017,13-2052,Personal Financial Advisors,200920,59.68,124140.0,427647420,0.0004698262882072339
2017,13-2053,Insurance Underwriters,89910,37.34,77660.0,427647420,0.00021024328873537926
2017,13-2060,Financial Examiners,52580,44.12,91780.0,427647420,0.00012295175310539697
2017,13-2061,Financial Examiners,52580,44.12,91780.0,427647420,0.00012295175310539697
2017,13-2070,Credit Counselors and Loan Officers,343150,36.03,74940.0,427647420,0.0008024133525697407
2017,13-2071,Credit Counselors,35900,23.78,49460.0,427647420,8.394765949950077e-05
2017,13-2072,Loan Officers,307240,37.46,77920.0,427647420,0.0007184423093210757
2017,13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",125380,25.26,52530.0,427647420,0.0002931854470208192
2017,13-2081,"Tax Examiners and Collectors, and Revenue Agents",56660,28.43,59140.0,427647420,0.00013249232276439315
2017,13-2082,Tax Preparers,68720,22.64,47090.0,427647420,0.000160693124256426
2017,13-2090,Miscellaneous Financial Specialists,125900,36.84,76630.0,427647420,0.0002944014019773579
2017,13-2099,"Financial Specialists, All Other",125900,36.84,76630.0,427647420,0.0002944014019773579
2017,15-1100,Computer Occupations,4094930,43.16,89780.0,427647420,0.00957548159649835
2017,15-1110,Computer and Information Research Scientists,27920,57.49,119570.0,427647420,6.528742766646412e-05
2017,15-1111,Computer and Information Research Scientists,27920,57.49,119570.0,427647420,6.528742766646412e-05
2017,15-1120,Computer and Information Analysts,687210,45.1,93800.0,427647420,0.0016069546263134244
2017,15-1121,Computer Systems Analysts,581960,44.59,92740.0,427647420,0.0013608406663601525
2017,15-1122,Information Security Analysts,105250,47.93,99690.0,427647420,0.0002461139599532718
2017,15-1130,Software Developers and Programmers,1617400,49.27,102470.0,427647420,0.003782087589818734
2017,15-1131,Computer Programmers,247690,42.08,87530.0,427647420,0.000579192083048227
2017,15-1132,"Software Developers, Applications",849230,51.3,106710.0,427647420,0.0019858181302718956
2017,15-1133,"Software Developers, Systems Software",394590,53.74,111780.0,427647420,0.0009226993582704182
2017,15-1134,Web Developers,125890,35.63,74110.0,427647420,0.0002943780182281937
2017,15-1140,Database and Systems Administrators and Network Architects,646570,44.26,92070.0,427647420,0.0015119230697100898
2017,15-1141,Database Administrators,113690,42.81,89050.0,427647420,0.00026584984424786196
2017,15-1142,Network and Computer Systems Administrators,375040,41.51,86340.0,427647420,0.0008769841286543948
2017,15-1143,Computer Network Architects,157830,51.86,107870.0,427647420,0.00036906571305866877
2017,15-1150,Computer Support Specialists,800010,27.53,57260.0,427647420,0.001870723316885672
2017,15-1151,Computer User Support Specialists,613780,26.03,54150.0,427647420,0.0014352477562006572
2017,15-1152,Computer Network Support Specialists,186230,32.46,67510.0,427647420,0.00043547556068501475
2017,15-1190,Miscellaneous Computer Occupations,315830,43.79,91080.0,427647420,0.000738528949853129
2017,15-1199,"Computer Occupations, All Other",315830,43.79,91080.0,427647420,0.000738528949853129
2017,15-2000,Mathematical Science Occupations,166530,43.49,90460.0,427647420,0.00038940957483152825
2017,15-2010,Actuaries,19210,55.21,114850.0,427647420,4.492018214444039e-05
2017,15-2011,Actuaries,19210,55.21,114850.0,427647420,4.492018214444039e-05
2017,15-2020,Mathematicians,2730,50.33,104700.0,427647420,6.383763521828332e-06
2017,15-2021,Mathematicians,2730,50.33,104700.0,427647420,6.383763521828332e-06
2017,15-2030,Operations Research Analysts,106050,41.59,86510.0,427647420,0.0002479846598864083
2017,15-2031,Operations Research Analysts,106050,41.59,86510.0,427647420,0.0002479846598864083
2017,15-2040,Statisticians,36540,42.78,88980.0,427647420,8.544421944600999e-05
2017,15-2041,Statisticians,36540,42.78,88980.0,427647420,8.544421944600999e-05
2017,15-2090,Miscellaneous Mathematical Science Occupations,4000,35.42,73670.0,427647420,9.353499665682538e-06
2017,17-1000,"Architects, Surveyors, and Cartographers",177030,37.97,78970.0,427647420,0.00041396251145394493
2017,17-1010,"Architects, Except Naval",122160,40.82,84910.0,427647420,0.00028565587978994473
2017,17-1011,"Architects, Except Landscape and Naval",103110,42.07,87500.0,427647420,0.00024110983763213164
2017,17-1012,Landscape Architects,19040,34.08,70880.0,427647420,4.452265840864888e-05
2017,17-1020,"Surveyors, Cartographers, and Photogrammetrists",54870,31.6,65740.0,427647420,0.00012830663166400023
2017,17-1021,Cartographers and Photogrammetrists,11440,32.4,67390.0,427647420,2.6751009043852058e-05
2017,17-1022,Surveyors,43430,31.4,65300.0,427647420,0.00010155562262014816
2017,17-2000,Engineers,1665220,47.21,98190.0,427647420,0.003893908678321969
2017,17-2010,Aerospace Engineers,65760,55.43,115300.0,427647420,0.00015377153450382093
2017,17-2011,Aerospace Engineers,65760,55.43,115300.0,427647420,0.00015377153450382093
2017,17-2020,Agricultural Engineers,1770,37.49,77970.0,427647420,4.138923602064523e-06
2017,17-2021,Agricultural Engineers,1770,37.49,77970.0,427647420,4.138923602064523e-06
2017,17-2030,Biomedical Engineers,20100,44.7,92970.0,427647420,4.7001335820054754e-05
2017,17-2031,Biomedical Engineers,20100,44.7,92970.0,427647420,4.7001335820054754e-05
2017,17-2040,Chemical Engineers,33500,54.05,112430.0,427647420,7.833555970009126e-05
2017,17-2041,Chemical Engineers,33500,54.05,112430.0,427647420,7.833555970009126e-05
2017,17-2050,Civil Engineers,298910,44.13,91790.0,427647420,0.0006989636462672919
2017,17-2051,Civil Engineers,298910,44.13,91790.0,427647420,0.0006989636462672919
2017,17-2060,Computer Hardware Engineers,66770,57.52,119650.0,427647420,0.00015613329316940578
2017,17-2061,Computer Hardware Engineers,66770,57.52,119650.0,427647420,0.00015613329316940578
2017,17-2070,Electrical and Electronics Engineers,318300,49.34,102620.0,427647420,0.000744304735896688
2017,17-2071,Electrical Engineers,183370,47.87,99580.0,427647420,0.00042878780842405174
2017,17-2072,"Electronics Engineers, Except Computer",134930,51.33,106760.0,427647420,0.00031551692747263624
2017,17-2080,Environmental Engineers,52640,43.83,91180.0,427647420,0.0001230920556003822
2017,17-2081,Environmental Engineers,52640,43.83,91180.0,427647420,0.0001230920556003822
2017,17-2110,"Industrial Engineers, Including Health and Safety",291660,43.51,90500.0,427647420,0.0006820104281232423
2017,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",26130,44.32,92190.0,427647420,6.110173656607118e-05
2017,17-2112,Industrial Engineers,265520,43.43,90340.0,427647420,0.0006208853078080069
2017,17-2120,Marine Engineers and Naval Architects,10960,46.59,96910.0,427647420,2.5628589083970154e-05
2017,17-2121,Marine Engineers and Naval Architects,10960,46.59,96910.0,427647420,2.5628589083970154e-05
2017,17-2130,Materials Engineers,27200,47.41,98610.0,427647420,6.360379772664126e-05
2017,17-2131,Materials Engineers,27200,47.41,98610.0,427647420,6.360379772664126e-05
2017,17-2140,Mechanical Engineers,291290,43.99,91500.0,427647420,0.0006811452294041666
2017,17-2141,Mechanical Engineers,291290,43.99,91500.0,427647420,0.0006811452294041666
2017,17-2150,"Mining and Geological Engineers, Including Mining Safety Engineers",6150,49.86,103710.0,427647420,1.4381005735986903e-05
2017,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",6150,49.86,103710.0,427647420,1.4381005735986903e-05
2017,17-2160,Nuclear Engineers,16700,52.36,108910.0,427647420,3.9050861104224594e-05
2017,17-2161,Nuclear Engineers,16700,52.36,108910.0,427647420,3.9050861104224594e-05
2017,17-2170,Petroleum Engineers,32010,74.41,154780.0,427647420,7.485138107462451e-05
2017,17-2171,Petroleum Engineers,32010,74.41,154780.0,427647420,7.485138107462451e-05
2017,17-2190,Miscellaneous Engineers,131500,47.74,99310.0,427647420,0.00030749630150931343
2017,17-2199,"Engineers, All Other",131500,47.74,99310.0,427647420,0.00030749630150931343
2017,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",674540,28.1,58450.0,427647420,0.0015773274161223747
2017,17-3010,Drafters,195510,27.44,57080.0,427647420,0.00045717567990939825
2017,17-3011,Architectural and Civil Drafters,95960,26.5,55110.0,427647420,0.0002243904569797241
2017,17-3012,Electrical and Electronics Drafters,26060,30.64,63720.0,427647420,6.093805032192174e-05
2017,17-3013,Mechanical Drafters,58190,27.96,58150.0,427647420,0.00013607003638651673
2017,17-3019,"Drafters, All Other",15300,25.96,53990.0,427647420,3.577713622123571e-05
2017,17-3020,"Engineering Technicians, Except Drafters",427140,29.11,60550.0,427647420,0.0009988134617999098
2017,17-3021,Aerospace Engineering and Operations Technicians,11710,34.3,71340.0,427647420,2.738237027128563e-05
2017,17-3022,Civil Engineering Technicians,71430,25.77,53600.0,427647420,0.00016703012027992592
2017,17-3023,Electrical and Electronics Engineering Technicians,128320,30.91,64290.0,427647420,0.0003000602692750958
2017,17-3024,Electro-Mechanical Technicians,13050,28.6,59490.0,427647420,3.0515792659289282e-05
2017,17-3025,Environmental Engineering Technicians,17590,25.77,53610.0,427647420,4.113201477983896e-05
2017,17-3026,Industrial Engineering Technicians,65020,27.79,57810.0,427647420,0.00015204113706566966
2017,17-3027,Mechanical Engineering Technicians,43390,27.97,58180.0,427647420,0.00010146208762349133
2017,17-3029,"Engineering Technicians, Except Drafters, All Other",76630,31.03,64550.0,427647420,0.00017918966984531323
2017,17-3030,Surveying and Mapping Technicians,51890,22.28,46350.0,427647420,0.00012133827441306673
2017,17-3031,Surveying and Mapping Technicians,51890,22.28,46350.0,427647420,0.00012133827441306673
2017,19-1000,Life Scientists,292310,40.8,84860.0,427647420,0.0006835303718189157
2017,19-1010,Agricultural and Food Scientists,31750,33.88,70480.0,427647420,7.424340359635515e-05
2017,19-1011,Animal Scientists,2550,33.1,68840.0,427647420,5.962856036872618e-06
2017,19-1012,Food Scientists and Technologists,15020,34.61,71990.0,427647420,3.512239124463793e-05
2017,19-1013,Soil and Plant Scientists,14180,33.26,69170.0,427647420,3.3158156314844596e-05
2017,19-1020,Biological Scientists,104550,40.41,84060.0,427647420,0.00024447709751177735
2017,19-1021,Biochemists and Biophysicists,27380,50.68,105410.0,427647420,6.402470521159697e-05
2017,19-1022,Microbiologists,21870,37.69,78400.0,427647420,5.114025942211928e-05
2017,19-1023,Zoologists and Wildlife Biologists,17710,31.85,66250.0,427647420,4.141261976980944e-05
2017,19-1029,"Biological Scientists, All Other",37590,38.56,80200.0,427647420,8.789951310825165e-05
2017,19-1030,Conservation Scientists and Foresters,30340,30.76,63990.0,427647420,7.094629496420205e-05
2017,19-1031,Conservation Scientists,22040,31.18,64850.0,427647420,5.153778315791079e-05
2017,19-1032,Foresters,8300,29.67,61710.0,427647420,1.9408511806291268e-05
2017,19-1040,Medical Scientists,118560,45.64,94920.0,427647420,0.00027723773009083046
2017,19-1041,Epidemiologists,6870,36.65,76230.0,427647420,1.6064635675809758e-05
2017,19-1042,"Medical Scientists, Except Epidemiologists",111690,46.19,96070.0,427647420,0.0002611730944150207
2017,19-1090,Miscellaneous Life Scientists,7120,39.55,82270.0,427647420,1.6649229404914918e-05
2017,19-1099,"Life Scientists, All Other",7120,39.55,82270.0,427647420,1.6649229404914918e-05
2017,19-2000,Physical Scientists,253660,42.53,88470.0,427647420,0.0005931521812992582
2017,19-2010,Astronomers and Physicists,18720,58.47,121620.0,427647420,4.377437843539428e-05
2017,19-2011,Astronomers,2020,52.67,109560.0,427647420,4.723517331169682e-06
2017,19-2012,Physicists,16710,59.17,123080.0,427647420,3.9074244853388804e-05
2017,19-2020,Atmospheric and Space Scientists,8940,45.05,93710.0,427647420,2.0905071752800472e-05
2017,19-2021,Atmospheric and Space Scientists,8940,45.05,93710.0,427647420,2.0905071752800472e-05
2017,19-2030,Chemists and Materials Scientists,91880,40.14,83500.0,427647420,0.0002148498873207279
2017,19-2031,Chemists,84400,39.36,81870.0,427647420,0.00019735884294590155
2017,19-2032,Materials Scientists,7470,48.99,101910.0,427647420,1.746766062566214e-05
2017,19-2040,Environmental Scientists and Geoscientists,116790,40.33,83890.0,427647420,0.0002730988064887659
2017,19-2041,"Environmental Scientists and Specialists, Including Health",81920,36.64,76220.0,427647420,0.00019155967315317838
2017,19-2042,"Geoscientists, Except Hydrologists and Geographers",28520,50.88,105830.0,427647420,6.66904526163165e-05
2017,19-2043,Hydrologists,6350,40.53,84290.0,427647420,1.484868071927103e-05
2017,19-2090,Miscellaneous Physical Scientists,17320,51.53,107180.0,427647420,4.050065355240539e-05
2017,19-2099,"Physical Scientists, All Other",17320,51.53,107180.0,427647420,4.050065355240539e-05
2017,19-3000,Social Scientists and Related Workers,243150,39.96,83110.0,427647420,0.0005685758609276773
2017,19-3010,Economists,19550,54.16,112650.0,427647420,4.5715229616023405e-05
2017,19-3011,Economists,19550,54.16,112650.0,427647420,4.5715229616023405e-05
2017,19-3020,Survey Researchers,11270,29.18,60700.0,427647420,2.635348530806055e-05
2017,19-3022,Survey Researchers,11270,29.18,60700.0,427647420,2.635348530806055e-05
2017,19-3030,Psychologists,121870,39.79,82770.0,427647420,0.00028497775106418275
2017,19-3031,"Clinical, Counseling, and School Psychologists",108060,39.1,81330.0,427647420,0.0002526847934684138
2017,19-3032,Industrial-Organizational Psychologists,920,49.29,102530.0,427647420,2.151304923106984e-06
2017,19-3039,"Psychologists, All Other",12880,44.92,93440.0,427647420,3.0118268923497774e-05
2017,19-3040,Sociologists,2770,41.41,86130.0,427647420,6.477298518485157e-06
2017,19-3041,Sociologists,2770,41.41,86130.0,427647420,6.477298518485157e-06
2017,19-3050,Urban and Regional Planners,35310,35.75,74350.0,427647420,8.25680182988126e-05
2017,19-3051,Urban and Regional Planners,35310,35.75,74350.0,427647420,8.25680182988126e-05
2017,19-3090,Miscellaneous Social Scientists and Related Workers,52380,40.12,83450.0,427647420,0.00012248407812211282
2017,19-3091,Anthropologists and Archeologists,6120,31.89,66330.0,427647420,1.4310854488494283e-05
2017,19-3092,Geographers,1400,36.92,76790.0,427647420,3.2737248829888885e-06
2017,19-3093,Historians,3060,30.88,64220.0,427647420,7.155427244247142e-06
2017,19-3094,Political Scientists,6320,53.86,112030.0,427647420,1.477852947177841e-05
2017,19-3099,"Social Scientists and Related Workers, All Other",35490,40.01,83230.0,427647420,8.298892578376832e-05
2017,19-4000,"Life, Physical, and Social Science Technicians",359180,24.02,49970.0,427647420,0.0008398975024799635
2017,19-4010,Agricultural and Food Science Technicians,21120,20.63,42910.0,427647420,4.93864782348038e-05
2017,19-4011,Agricultural and Food Science Technicians,21120,20.63,42910.0,427647420,4.93864782348038e-05
2017,19-4020,Biological Technicians,74980,22.79,47410.0,427647420,0.0001753313512332192
2017,19-4021,Biological Technicians,74980,22.79,47410.0,427647420,0.0001753313512332192
2017,19-4030,Chemical Technicians,64550,24.52,51010.0,427647420,0.00015094210085495196
2017,19-4031,Chemical Technicians,64550,24.52,51010.0,427647420,0.00015094210085495196
2017,19-4040,Geological and Petroleum Technicians,14820,30.5,63450.0,427647420,3.465471626135381e-05
2017,19-4041,Geological and Petroleum Technicians,14820,30.5,63450.0,427647420,3.465471626135381e-05
2017,19-4050,Nuclear Technicians,6850,38.46,80000.0,427647420,1.6017868177481348e-05
2017,19-4051,Nuclear Technicians,6850,38.46,80000.0,427647420,1.6017868177481348e-05
2017,19-4060,Social Science Research Assistants,31500,23.57,49030.0,427647420,7.365880986724998e-05
2017,19-4061,Social Science Research Assistants,31500,23.57,49030.0,427647420,7.365880986724998e-05
2017,19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",145360,23.69,49270.0,427647420,0.00033990617785090345
2017,19-4091,"Environmental Science and Protection Technicians, Including Health",32840,23.71,49310.0,427647420,7.679223225525364e-05
2017,19-4092,Forensic Science Technicians,15070,29.43,61220.0,427647420,3.523930999045896e-05
2017,19-4093,Forest and Conservation Technicians,30570,18.84,39180.0,427647420,7.14841211949788e-05
2017,19-4099,"Life, Physical, and Social Science Technicians, All Other",66890,24.6,51160.0,427647420,0.00015641389815937624
2017,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",2017250,23.11,48060.0,427647420,0.004717086800149525
2017,21-1010,Counselors,687150,24.36,50670.0,427647420,0.001606814323818439
2017,21-1012,"Educational, Guidance, School, and Vocational Counselors",271350,28.18,58620.0,427647420,0.0006345180335707392
2017,21-1013,Marriage and Family Therapists,42880,25.89,53860.0,427647420,0.0001002695164161168
2017,21-1015,Rehabilitation Counselors,103840,18.73,38950.0,427647420,0.0002428168513211187
2017,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",241930,22.38,46560.0,427647420,0.0005657230435296442
2017,21-1019,"Counselors, All Other",27150,22.89,47600.0,427647420,6.348687898082023e-05
2017,21-1020,Social Workers,644290,24.82,51630.0,427647420,0.0015065915749006506
2017,21-1021,"Child, Family, and School Social Workers",306370,23.28,48430.0,427647420,0.0007164079231437898
2017,21-1022,Healthcare Social Workers,167730,27.31,56810.0,427647420,0.000392215624731233
2017,21-1023,Mental Health and Substance Abuse Social Workers,112040,22.99,47830.0,427647420,0.00026199152563576787
2017,21-1029,"Social Workers, All Other",58150,29.28,60900.0,427647420,0.0001359765013898599
2017,21-1090,Miscellaneous Community and Social Service Specialists,685810,20.23,42090.0,427647420,0.0016036809014304354
2017,21-1091,Health Educators,58040,28.37,59010.0,427647420,0.00013571928014905363
2017,21-1092,Probation Officers and Correctional Treatment Specialists,87700,27.23,56630.0,427647420,0.00020507548017008965
2017,21-1093,Social and Human Service Assistants,384080,17.05,35460.0,427647420,0.0008981230378988373
2017,21-1094,Community Health Workers,54760,20.36,42340.0,427647420,0.00012804941042319395
